education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,Sex_age,income
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Puerto-Rico,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,Female_25–60,<=50K
14.0,0.0,0.0,60.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,India,Male_25–60,>50K
7.0,0.0,0.0,40.0,Private,12th,Never-married,Other-service,Not-in-family,White,United-States,Female_<25,<=50K
14.0,0.0,0.0,45.0,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,United-States,Female_25–60,>50K
13.0,0.0,0.0,20.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,Female_25–60,>50K
12.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,Black,United-States,Male_25–60,<=50K
13.0,0.0,0.0,50.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,45.0,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,Male_25–60,<=50K
